an0,an1,an2,an3,an4,an5,an6,an7,an8,an9,an10,an11,an12,an13,an14,an15,an16,an17,an18,an19,an20,an21,an22,an23,an24,an25,an26,an27,an28,an29,an30,an31,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,class
0.4629374,0.2545624,-0.2238248,0.402669,0.1476284,0.2069832,0.4151114,-0.264019,-0.2500794,-0.1290252,0.0998696,0.0446054,0.3449084,0.4589256,-0.3136042,-0.1139322,-0.1666174,-0.1882536,-0.1434696,-0.2868024,-0.3102016,0.0108352,0.0597604,-0.076327,0.3225458,-0.1818474,-0.3163094,-0.099083,-0.1960734,-0.3921314,-0.1916196,-0.1868766,0.438025,0.207791,-0.18626,0.353079,0.134714,0.204547,0.372668,-0.261791,-0.186832,-0.176478,0.07161,0.131361,0.385185,0.390109,-0.304033,-0.087179,-0.242666,-0.195138,-0.082284,-0.252503,-0.236306,0.008448,0.045425,-0.033055,0.302464,-0.158922,-0.321462,-0.058694,-0.258897,-0.469448,-0.140503,-0.128912,True
-0.1451686,0.1602524,0.2533792,0.292544,0.0134774,-0.6640488,0.2791794,-0.217267,-0.6821224,-0.1283182,0.1746746,-0.4932296,-0.1156576,-0.4976884,0.1064408,-0.5722292,0.0260776,0.2132534,0.0139894,0.2429276,0.0757134,0.1701822,-0.1393536,0.091208,0.6593338,0.0024576,-0.1163694,-0.386997,-0.1816994,-0.2178644,0.0446344,-0.7003186,-0.170081,0.113481,0.290944,0.242954,0.000563,-0.666485,0.236736,-0.215039,-0.618875,-0.175771,0.146415,-0.406474,-0.075381,-0.566505,0.116012,-0.545476,-0.049971,0.206369,0.075175,0.277227,0.149609,0.167795,-0.153689,0.13448,0.639252,0.025383,-0.121522,-0.346608,-0.244523,-0.295181,0.095751,-0.642354,True
0.5701844,0.0311984,0.3635342,0.693645,0.1941144,0.4139002,0.4710614,0.057454,-0.2272524,-0.3351112,0.2743206,-0.5838866,0.3840894,0.2184236,-0.2752022,-0.1068772,-0.0147504,0.0501054,0.1463704,-0.0362204,-0.5239566,0.1374322,-0.3650336,-0.065079,-0.2411202,-0.2768844,-0.1800594,-0.065925,0.2488826,-0.0996784,-0.4346566,0.5242354,0.545272,-0.015573,0.401099,0.644055,0.1812,0.411464,0.428618,0.059682,-0.164005,-0.382564,0.246061,-0.497131,0.424366,0.149607,-0.265631,-0.080124,-0.090799,0.043221,0.207556,-0.001921,-0.450061,0.135045,-0.379369,-0.021807,-0.261202,-0.253959,-0.185212,-0.025536,0.186059,-0.176995,-0.38354,0.5822,True
0.3260044,-0.0989836,0.1349492,0.348488,0.1986554,0.3769232,0.3027024,-0.186446,-0.2614154,0.0857708,0.2415376,-0.3572066,0.2035914,0.4424586,-0.1337642,-0.3748672,-0.1315664,0.0594574,-0.4303956,0.0386676,-0.2844526,0.2510912,-0.1151526,0.372135,0.0800288,-0.6452084,0.1093646,0.230068,-0.0127394,-0.3390514,0.0171494,-0.3042356,0.301092,-0.145755,0.172514,0.298898,0.185741,0.374487,0.260259,-0.184218,-0.198168,0.038318,0.213278,-0.270451,0.243868,0.373642,-0.124193,-0.348114,-0.207615,0.052573,-0.36921,0.072967,-0.210557,0.248704,-0.129488,0.415407,0.059947,-0.622283,0.104212,0.270457,-0.075563,-0.416368,0.068266,-0.246271,True
0.5597974,0.0003694,0.1487432,-0.205203,0.0743834,-0.2457698,-0.3857136,0.198164,-0.5418404,-0.3997082,-0.4218824,-0.1076176,0.0553404,-0.0348414,0.0319168,-0.6528832,0.5328106,-0.1216286,-0.1164536,0.1482686,0.1275794,0.1357042,0.3195014,-0.685943,0.6576638,-0.7975094,0.1359436,-0.093157,-0.3723914,0.1462206,-0.1866306,-0.5500256,0.534885,-0.046402,0.186308,-0.254793,0.061469,-0.248206,-0.428157,0.200392,-0.478593,-0.447161,-0.450142,-0.020862,0.095617,-0.103658,0.041488,-0.62613,0.456762,-0.128513,-0.055268,0.182568,0.201475,0.133317,0.305166,-0.642671,0.637582,-0.774584,0.130791,-0.052768,-0.435215,0.068904,-0.135514,-0.492061,True
0.302519,-0.0037058,0.1047784,0.5498952,-0.1738494,-0.1311964,0.5292448,-0.3377368,-0.0931598,-0.2794954,-0.0829594,-0.1098058,0.2566342,-0.0413324,0.100349,0.10757,0.0559722,0.1197936,0.3818822,-0.2836476,-0.0363428,-0.1834926,0.349224,-0.1465346,0.3037578,-0.2589824,-0.1645136,0.2445762,-0.04092,-0.4999832,-0.8875096,0.0847234,0.26148,-0.042912,0.177611,0.541152,-0.176933,-0.125367,0.518169,-0.325829,-0.019664,-0.144963,-0.041658,-0.070328,0.231167,-0.102929,0.122656,0.175856,-0.052905,0.080673,0.355304,-0.220639,-0.06371,-0.165979,0.280664,-0.123162,0.2907,-0.199824,-0.137888,0.233071,-0.01209,-0.454993,-0.860873,0.128684,True
0.026689,0.4047652,-0.0819616,-0.3460928,0.1469366,0.3727936,0.0318458,-0.4339568,-0.6751298,-0.9886644,-0.1821984,-0.0436368,0.0835822,-0.0328464,-0.329007,-0.563541,0.0727232,0.2113996,0.0690582,-0.3377576,0.1634922,0.0170204,0.517993,-0.0917646,0.1351138,-0.4095924,-0.1283066,-0.0390598,0.031078,-0.6082482,-0.1368996,-0.6204446,-0.01435,0.365559,-0.009129,-0.354836,0.143853,0.378623,0.02077,-0.422049,-0.601634,-0.854132,-0.140897,-0.004159,0.058115,-0.094443,-0.3067,-0.495255,-0.036154,0.172279,0.04248,-0.274749,0.136125,0.034534,0.449433,-0.068392,0.122056,-0.350434,-0.101681,-0.050565,0.059908,-0.563258,-0.110263,-0.576484,True
0.51037,0.1905422,-0.3080196,0.0987112,-0.1695634,-0.1238144,0.0586638,0.0389382,-0.3209038,-0.6447864,-0.3462254,-0.1444148,0.2543392,0.3607866,-0.338634,-0.456427,0.7076362,0.2982026,0.0317212,-0.0635316,-0.1316938,0.1493714,0.434342,-0.3703496,0.2638308,-0.2236484,0.0259614,0.0588622,-0.519705,-0.2117252,-0.1312926,-0.5070976,0.469331,0.151336,-0.235187,0.089968,-0.172647,-0.117985,0.047588,0.050846,-0.247408,-0.510254,-0.304924,-0.104937,0.228872,0.29919,-0.316327,-0.388141,0.598759,0.259082,0.005143,-0.000523,-0.159061,0.166885,0.365782,-0.346977,0.250773,-0.16449,0.052587,0.047357,-0.490875,-0.166735,-0.104656,-0.463137,True
0.180629,0.4780462,-0.2617176,-0.0529348,0.1850836,-0.3253914,0.3658928,-0.2914568,-0.4919178,-0.6157894,-0.2629464,0.0323552,0.2963662,-0.0368084,-0.341458,-0.683,0.1992922,0.3754266,0.0542962,0.0336354,0.2016222,0.1074044,0.351579,-0.1256286,0.0676648,-0.3025234,-0.1207206,0.0192692,-0.043207,-0.5848242,-0.3549966,-0.5120106,0.13959,0.43884,-0.188885,-0.061678,0.182,-0.319562,0.354817,-0.279549,-0.418422,-0.481257,-0.221645,0.071833,0.270899,-0.098405,-0.319151,-0.614714,0.090415,0.336306,0.027718,0.096644,0.174255,0.124918,0.283019,-0.102256,0.054607,-0.243365,-0.094095,0.007764,-0.014377,-0.539834,-0.32836,-0.46805,True
0.237863,0.2327372,-0.0199726,0.3147592,-0.0450364,-0.0937964,0.2495478,-0.2537798,-0.6080938,-0.2729104,-0.0333984,-0.3321528,0.3092382,0.1069816,-0.013178,-0.428631,-0.1652318,0.0368936,0.4630682,0.0085774,-0.0092258,-0.0294866,0.132164,0.0182294,-0.0954412,-0.3679594,-0.2140256,0.0398582,-0.02768,-0.5915702,-0.1198356,-0.1834066,0.196824,0.193531,0.05286,0.306016,-0.04812,-0.087967,0.238472,-0.241872,-0.534598,-0.138378,0.007903,-0.292675,0.283771,0.045385,0.009129,-0.360345,-0.274109,-0.002227,0.43649,0.071586,-0.036593,-0.011973,0.063604,0.041602,-0.108499,-0.308801,-0.1874,0.028353,0.00115,-0.54658,-0.093199,-0.139446,True
0.351815,0.2940552,0.0613534,0.1244132,0.4568666,0.4886216,0.4214568,-0.2036358,0.0485932,-0.4321414,0.1811726,-0.3028078,0.2635612,0.0931236,-0.285739,-0.377723,0.0648602,0.2980206,0.1110632,-0.3275226,-0.3217178,-0.0820896,-0.149708,0.0535264,0.3541448,-0.3576784,0.1926074,0.3986602,0.028395,-0.3553332,-0.3777396,-0.2413936,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
0.171811,0.2876902,-0.3270496,-0.3732608,0.2451426,-0.6027934,0.4412318,0.2463412,-0.8081798,-0.6914624,-0.2483924,0.2023792,0.2248272,-0.0081654,-0.122893,-0.672777,0.3725692,0.3528246,0.2582042,-0.1768206,0.2739492,0.0687194,0.238847,0.0958414,0.1889048,-0.2925014,0.1288614,-0.0232148,-0.372764,-0.4321892,0.2225894,-0.5586406,0.130772,0.248484,-0.254217,-0.382004,0.242059,-0.596964,0.430156,0.258249,-0.734684,-0.55693,-0.207091,0.241857,0.19936,-0.069762,-0.100586,-0.604491,0.263692,0.313704,0.231626,-0.113812,0.246582,0.086233,0.170287,0.119214,0.175847,-0.233343,0.155487,-0.03472,-0.343934,-0.387199,0.249226,-0.51468,True
0.173064,0.3540352,-0.2850526,-0.2277068,-0.0748834,-0.4431644,0.5292268,0.1284732,-0.8641708,-0.5237844,-0.0460184,0.0182492,0.0866202,0.3040516,-0.274903,-0.635099,0.2846542,0.1030966,0.1056822,0.2001794,-0.1133888,-0.1410536,0.080486,0.0820074,0.2300288,-0.0590744,0.0712494,-0.2851928,-0.11684,-0.7876512,0.1802914,-0.0861856,0.132025,0.314829,-0.21222,-0.23645,-0.077967,-0.437335,0.518151,0.140381,-0.790675,-0.389252,-0.004717,0.057727,0.061153,0.242455,-0.252596,-0.566813,0.175777,0.063976,0.079104,0.263188,-0.140756,-0.12354,0.011926,0.10538,0.216971,8.4e-05,0.097875,-0.296698,-0.08801,-0.742661,0.206928,-0.042225,True
0.476937,0.1940802,0.1136744,-0.0182928,-0.2778884,-0.6539014,0.0967228,-0.1268578,-0.7766518,-0.6713854,-0.2676514,-0.0762148,0.2494442,-0.0901104,-0.248255,-0.612101,0.4608352,-0.0624904,0.2499612,0.0672994,0.2392502,-0.0058436,0.172119,-0.2714526,0.3378268,-0.4515364,-0.2805036,-0.0111088,-0.466684,-0.0410102,-0.1999326,-0.4627666,0.435898,0.154874,0.186507,-0.027036,-0.280972,-0.648072,0.085647,-0.11495,-0.703156,-0.536853,-0.22635,-0.036737,0.223977,-0.151707,-0.225948,-0.543815,0.351958,-0.101611,0.223383,0.130308,0.211883,0.01167,0.103559,-0.24808,0.324769,-0.392378,-0.253878,-0.022614,-0.437854,0.00398,-0.173296,-0.418806,True
0.136801,0.0787492,-0.1665736,0.0151502,0.0822786,-0.4313454,0.0569418,-0.5260538,-0.8740418,-0.3674874,-0.0103384,-0.1044398,0.2238812,-0.0478624,-0.508896,-0.560448,0.2088482,0.1569176,0.2179562,-0.1041796,0.3875552,-0.0655576,0.02586,0.0912284,0.0686788,-0.0328964,-0.0466706,-0.2062318,-0.082692,-0.4854192,0.0196814,-0.1562316,0.095762,0.039543,-0.093741,0.006407,0.079195,-0.425516,0.045866,-0.514146,-0.800546,-0.232955,0.030963,-0.064962,0.198414,-0.109459,-0.486589,-0.492162,0.099971,0.117797,0.191378,-0.041171,0.360188,-0.048044,-0.0427,0.114601,0.055621,0.026262,-0.020045,-0.217737,-0.053862,-0.440429,0.046318,-0.112271,True
0.123752,0.1527552,-0.3281716,-0.2122688,0.1397306,-0.5124484,0.3876438,0.0159812,-0.9199708,-0.7049434,-0.1362854,-0.1432868,0.1915892,0.0284916,-0.271743,-0.978843,0.2999102,0.1772496,0.2408012,0.1703884,0.3083332,-0.3438006,0.066386,0.0704424,0.3035008,-0.1344244,-0.1238006,-0.1370978,-0.099738,-0.8787952,-0.1467196,-0.2568276,0.082713,0.113549,-0.255339,-0.221012,0.136647,-0.506619,0.376568,0.027889,-0.846475,-0.570411,-0.094984,-0.103809,0.166122,-0.033105,-0.249436,-0.910557,0.191033,0.138129,0.214223,0.233397,0.280966,-0.326287,-0.002174,0.093815,0.290443,-0.075266,-0.097175,-0.148603,-0.070908,-0.833805,-0.120083,-0.212867,True
0.379257,-0.2456488,-0.6001186,0.0931582,-0.0192914,-0.1936064,0.2047908,-0.0078598,-0.4698048,-0.2917894,-0.4525884,0.4299952,0.2435102,0.5498906,0.006787,-0.461722,0.1730722,-0.1488594,-0.0269768,-0.4769036,0.2377802,0.3508914,0.478656,-0.2681056,0.3173078,-0.6539034,-0.4344656,-0.0816078,-0.335663,-0.2485962,0.2458584,-0.4130726,0.338218,-0.284855,-0.527286,0.084415,-0.022375,-0.187777,0.193715,0.004048,-0.396309,-0.157257,-0.411287,0.469473,0.218043,0.488294,0.029094,-0.393436,0.064195,-0.18798,-0.053555,-0.413895,0.210413,0.368405,0.410096,-0.244733,0.30425,-0.594745,-0.40784,-0.093113,-0.306833,-0.203606,0.272495,-0.369112,True
0.423132,-0.2346118,-0.1584756,-0.0648708,-0.5557054,0.3308956,-0.0644192,-0.2734988,-0.9523168,-0.9544284,-0.2371294,0.7122592,0.0189882,0.1104216,-0.23424,-0.573692,0.4273072,0.6968396,0.3832572,-0.2082636,0.1018932,0.0794074,0.486628,-0.6164956,0.3160008,-0.0432464,0.0053914,-0.2221388,-0.12255,-0.4183212,-0.4070666,-0.5790646,0.382093,-0.273818,-0.085643,-0.073614,-0.558789,0.336725,-0.075495,-0.261591,-0.878821,-0.819896,-0.195828,0.751737,-0.006479,0.048825,-0.211933,-0.505406,0.31843,0.657719,0.356679,-0.145255,0.074526,0.096921,0.418068,-0.593123,0.302943,0.015912,0.032017,-0.233644,-0.09372,-0.373331,-0.38043,-0.535104,True
0.069896,0.2889812,-0.3862466,-0.3026768,0.0967666,-0.5857404,0.4683188,-0.2845328,-0.8601548,-0.8835254,-0.0530034,-0.2280378,0.2270042,0.2142876,-0.413036,-0.9968,0.4487932,0.0524876,0.2102232,0.0399144,0.3191902,-0.2126116,0.021472,0.1117774,0.3369588,-0.0705904,-0.1024116,0.1021192,-0.130774,-0.6026982,0.0879584,0.0240274,0.028857,0.249775,-0.313414,-0.31142,0.093683,-0.579911,0.457243,-0.272625,-0.786659,-0.748993,-0.011702,-0.18856,0.201537,0.152691,-0.390729,-0.928514,0.339916,0.013367,0.183645,0.102923,0.291823,-0.195098,-0.047088,0.13515,0.323901,-0.011432,-0.075786,0.090614,-0.101944,-0.557708,0.114595,0.067988,True
0.55451,-0.1630358,0.0864274,0.0565032,-0.3317974,-0.3831324,-0.0060252,-0.0581798,-0.8103828,-0.3974344,-0.3497584,-0.1521888,0.3083802,0.0685016,-0.204696,-0.590303,0.3030712,0.0375406,-0.1020458,-0.0803266,0.1582142,0.0506854,0.093261,-0.3129266,0.4535688,-0.4768574,-0.2353436,-0.0360498,-0.51785,-0.0885442,-0.1220966,-0.5027276,0.513471,-0.202242,0.15926,0.04776,-0.334881,-0.377303,-0.017101,-0.046272,-0.736887,-0.262902,-0.308457,-0.112711,0.282913,0.006905,-0.182389,-0.522017,0.194194,-0.00158,-0.128624,-0.017318,0.130847,0.068199,0.024701,-0.289554,0.440511,-0.417699,-0.208718,-0.047555,-0.48902,-0.043554,-0.09546,-0.458767,True
0.500323,-0.1465398,-0.0336536,-0.1164018,-0.3233614,-0.3094374,0.2266938,0.3485322,-0.7658918,-0.8884994,-0.5036224,0.3948762,0.4748012,0.0615156,-0.552068,-0.701484,0.5487172,-0.0490894,0.3293822,0.2601784,0.3583632,-0.0146496,-0.041204,-0.5544036,0.5180388,-0.6035834,-0.2051626,-0.1337838,-0.824489,-0.0966972,-0.0991766,-0.4688226,0.459284,-0.185746,0.039179,-0.125145,-0.326445,-0.303608,0.215618,0.36044,-0.692396,-0.753967,-0.462321,0.434354,0.449334,-8.1e-05,-0.529761,-0.633198,0.43984,-0.08821,0.302804,0.323187,0.330996,0.002864,-0.109764,-0.531031,0.504981,-0.544425,-0.178537,-0.145289,-0.795659,-0.051707,-0.07254,-0.424862,True
0.0718064,0.1418016,-0.0943946,0.0433082,0.0753612,-0.4005714,0.0699234,-0.5219144,-0.8590822,-0.255395,0.0447116,-0.1762168,0.1744416,-0.039492,-0.5189316,-0.537267,0.2068144,0.151316,0.169911,-0.0583786,0.3175546,-0.1039352,0.0383964,0.0974742,0.0596158,-0.0323348,0.0407996,-0.1852998,-0.052533,-0.4431024,-0.0218728,-0.1577006,0.095762,0.039543,-0.093741,0.006407,0.079195,-0.425516,0.045866,-0.514146,-0.800546,-0.232955,0.030963,-0.064962,0.198414,-0.109459,-0.486589,-0.492162,0.099971,0.117797,0.191378,-0.041171,0.360188,-0.048044,-0.0427,0.114601,0.055621,0.026262,-0.020045,-0.217737,-0.053862,-0.440429,0.046318,-0.112271,True
0.2078352,0.364177,0.2004762,0.2363592,-0.122041,-0.3154926,0.1423962,-0.1209168,-0.5956202,-0.3717782,-0.0767462,-0.1496608,0.1609924,-0.1527812,-0.3015614,-0.4773178,0.182652,-0.1529976,0.12299,0.0424924,0.1858446,-0.1677192,0.2725546,-0.2911458,0.3653294,-0.3462834,-0.1437948,-0.3347644,-0.314577,-0.0838208,-0.3646594,-0.3252488,0.299789,0.247155,0.195052,0.169818,-0.181874,-0.365226,0.10996,-0.154411,-0.566618,-0.405985,-0.046937,-0.111524,0.14952,-0.218788,-0.291397,-0.437817,0.119351,-0.086435,0.115391,0.122379,0.217999,-0.080797,0.223178,-0.219693,0.353921,-0.317101,-0.217025,-0.32211,-0.295459,-0.122609,-0.251517,-0.272979,True
-0.0981866,0.3432612,-0.0361358,-0.3083396,0.208197,0.510034,0.048401,-0.4141064,-0.5910766,-0.910288,-0.1900746,-0.116892,0.0652016,-0.0384276,-0.3379788,-0.5259664,-0.0208166,0.1656706,0.0442026,-0.325345,0.0773012,0.0159798,0.4469648,-0.0589602,0.179774,-0.3749428,-0.0248012,-0.0258114,0.0238946,-0.6154808,-0.2218186,-0.6775376,-0.01435,0.365559,-0.009129,-0.354836,0.143853,0.378623,0.02077,-0.422049,-0.601634,-0.854132,-0.140897,-0.004159,0.058115,-0.094443,-0.3067,-0.495255,-0.036154,0.172279,0.04248,-0.274749,0.136125,0.034534,0.449433,-0.068392,0.122056,-0.350434,-0.101681,-0.050565,0.059908,-0.563258,-0.110263,-0.576484,True
0.2520184,-0.2269048,0.2180332,0.1501814,0.526828,0.721055,0.293926,0.0276776,-0.2408456,-0.45656,-0.0093276,-0.777292,-0.2781294,-0.2793066,-0.2030398,-0.6514394,-0.0058766,-0.3555484,-0.3312454,-0.098424,-0.3755998,0.5533958,-0.6226342,0.4329248,0.147438,-0.1978678,-0.0589772,0.2859306,-0.1361384,-0.7027728,-0.0231096,-0.3559496,0.335855,-0.204607,0.24504,0.103685,0.462484,0.589644,0.266295,0.019735,-0.251403,-0.400404,0.03985,-0.664559,-0.285216,-0.335322,-0.171761,-0.620728,-0.021214,-0.34894,-0.332968,-0.047828,-0.316776,0.57195,-0.620166,0.423493,0.08972,-0.173359,-0.135857,0.261177,-0.100125,-0.65055,0.088446,-0.254896,True
0.1104024,-0.7478848,0.4944132,-0.1282866,0.379935,0.341481,0.060726,0.0055766,-0.0712746,-0.244668,0.1340594,-0.821924,-0.1416004,-0.2185616,-0.0660098,-0.6713684,-0.1774426,-0.2199504,-0.4734454,0.097198,-0.2876648,0.1830448,-0.5558242,0.3950608,0.566437,-0.4951458,0.2957708,-0.0203784,0.1598006,-0.6768568,0.0164844,-0.2563756,0.194239,-0.725587,0.52142,-0.174783,0.315591,0.21007,0.033095,-0.002366,-0.081832,-0.188512,0.183237,-0.709191,-0.148687,-0.274577,-0.034731,-0.640657,-0.19278,-0.213342,-0.475168,0.147794,-0.228841,0.201599,-0.553356,0.385629,0.508719,-0.470637,0.218891,-0.045132,0.195814,-0.624634,0.12804,-0.155322,True
0.1129874,0.1712332,0.0258532,0.3525124,0.016224,0.043444,0.266103,-0.2339294,-0.5240406,-0.194534,-0.0412746,-0.405408,0.2908576,0.1014004,-0.0221498,-0.3910564,-0.2587716,-0.0088354,0.4382126,0.02099,-0.0954168,-0.0305272,0.0611358,0.0510338,-0.050781,-0.3333098,-0.1105202,0.0531066,-0.0348634,-0.5988028,-0.2047546,-0.2404996,0.196824,0.193531,0.05286,0.306016,-0.04812,-0.087967,0.238472,-0.241872,-0.534598,-0.138378,0.007903,-0.292675,0.283771,0.045385,0.009129,-0.360345,-0.274109,-0.002227,0.43649,0.071586,-0.036593,-0.011973,0.063604,0.041602,-0.108499,-0.308801,-0.1874,0.028353,0.00115,-0.54658,-0.093199,-0.139446,True
-0.0945476,-0.5137778,0.2413912,0.0560794,0.469113,-0.035877,0.322339,-0.2311724,-0.2435576,-0.186119,-0.1969986,-0.421854,0.0490736,-0.3874596,-0.1458298,-0.6145034,0.0185314,0.0704846,-0.0811844,-0.002566,-0.0162798,-0.1067682,-0.1635342,0.4728618,0.468749,-0.4744508,0.0401288,0.1686376,-0.0421944,-0.7179718,0.0032724,-0.4806716,-0.010711,-0.49148,0.268398,0.009583,0.404769,-0.167288,0.294708,-0.239115,-0.254115,-0.129963,-0.147821,-0.309121,0.041987,-0.443475,-0.114551,-0.583792,0.003194,0.077093,-0.082907,0.04803,0.042544,-0.088214,-0.161066,0.46343,0.411031,-0.449942,-0.036751,0.143884,-0.006181,-0.665749,0.114828,-0.379618,True
0.2269394,0.2325512,0.1071792,0.1621664,0.518127,0.625862,0.438012,-0.1837854,0.1326464,-0.353765,0.1732964,-0.376063,0.2451806,0.0875424,-0.2947108,-0.3401484,-0.0286796,0.2522916,0.0862076,-0.31511,-0.4079088,-0.0831302,-0.2207362,0.0863308,0.398805,-0.3230288,0.2961128,0.4119086,0.0212116,-0.3625658,-0.4626586,-0.2984866,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
0.0469354,0.2261862,-0.2812238,-0.3355076,0.306403,-0.465553,0.457787,0.2661916,-0.7241266,-0.613086,-0.2562686,0.129124,0.2064466,-0.0137466,-0.1318648,-0.6352024,0.2790294,0.3070956,0.2333486,-0.164408,0.1877582,0.0676788,0.1678188,0.1286458,0.233565,-0.2578518,0.2323668,-0.0099664,-0.3799474,-0.4394218,0.1376704,-0.6157336,0.130772,0.248484,-0.254217,-0.382004,0.242059,-0.596964,0.430156,0.258249,-0.734684,-0.55693,-0.207091,0.241857,0.19936,-0.069762,-0.100586,-0.604491,0.263692,0.313704,0.231626,-0.113812,0.246582,0.086233,0.170287,0.119214,0.175847,-0.233343,0.155487,-0.03472,-0.343934,-0.387199,0.249226,-0.51468,True
0.0603924,-0.7779598,0.6803672,-0.0840646,0.235084,-0.057067,0.267222,-0.2208734,-0.0541806,-0.16587,0.2147164,-1.018965,-0.0729614,-0.0390076,-0.0135578,-0.4188594,0.0010184,0.0523976,-0.2277844,-0.169615,-0.2570108,-0.1638962,-0.3397482,0.1885858,0.553222,-0.4972438,0.2692078,-0.0082824,0.1746046,-0.4193488,-0.2170226,-0.1469356,0.144229,-0.755662,0.707374,-0.130561,0.17074,-0.188478,0.239591,-0.228816,-0.064738,-0.109714,0.263894,-0.906232,-0.080048,-0.095023,0.017721,-0.388148,-0.014319,0.059006,-0.229507,-0.119019,-0.198187,-0.145342,-0.33728,0.179154,0.495504,-0.472735,0.192328,-0.033036,0.210618,-0.367126,-0.105467,-0.045882,True
0.0542264,-0.3850028,-0.3192908,0.0748084,0.094295,-0.438294,0.086599,-0.1272844,-0.0469426,0.125782,-0.1003406,-0.25825,1.0933146,0.1110604,-0.6957498,-0.5517174,0.4947194,-0.1043894,0.4368526,0.748309,0.1653652,-0.2590872,-0.0723552,-0.0423742,0.037221,0.0459842,0.0982298,-0.2809444,0.2795556,-0.6969718,-0.6358806,-0.0569826,0.138063,-0.362705,-0.292284,0.028312,0.029951,-0.569705,0.058968,-0.135227,-0.0575,0.181938,-0.051163,-0.145517,1.086228,0.055045,-0.664471,-0.521006,0.479382,-0.097781,0.43513,0.798905,0.224189,-0.240533,-0.069887,-0.051806,-0.020497,0.070493,0.02135,-0.305698,0.315569,-0.644749,-0.524325,0.044071,True
-0.0313136,-0.1966958,0.1424292,0.0186194,0.442191,0.074014,0.282665,-0.1260204,-0.3483506,-0.240097,-0.1122256,-0.687056,-0.0442924,-0.3186036,-0.2427508,-0.7383674,-0.0331656,0.0666936,-0.1832744,0.20133,-0.1629988,-0.0914352,-0.1569022,0.4035218,0.378014,-0.3322338,0.1606508,0.1339086,0.0977356,-0.7744718,0.0247344,-0.2195066,0.052523,-0.174398,0.169436,-0.027877,0.377847,-0.057397,0.255034,-0.133963,-0.358908,-0.183941,-0.063048,-0.574323,-0.051379,-0.374619,-0.211472,-0.707656,-0.048503,0.073302,-0.184997,0.251926,-0.104175,-0.072881,-0.154434,0.39409,0.320296,-0.307725,0.083771,0.109155,0.133749,-0.722249,0.13629,-0.118453,True
0.1093334,0.1237632,-0.1597408,-0.1681306,-0.004103,-0.074664,0.456588,-0.1939714,-0.5465706,-0.17496,0.1335694,-0.313635,0.0678156,0.1524734,-0.0674558,-0.6951524,0.1061914,-0.0133644,0.0929076,-0.077084,0.1953582,-0.1845212,0.1625118,-0.1294442,0.587253,-0.2732248,-0.0804122,0.0682636,-0.1807774,-0.1411548,-0.0051426,-0.4434676,0.19317,0.146061,-0.132734,-0.214627,-0.068447,-0.206075,0.428957,-0.201914,-0.557128,-0.118804,0.182747,-0.200902,0.060729,0.096458,-0.036177,-0.664441,0.090854,-0.006756,0.091185,-0.026488,0.254182,-0.165967,0.16498,-0.138876,0.529535,-0.248716,-0.157292,0.04351,-0.144764,-0.088932,0.106413,-0.342414,True
0.2543814,-0.3071528,-0.5542928,0.1309114,0.041969,-0.056366,0.221346,0.0119906,-0.3857516,-0.213413,-0.4604646,0.35674,0.2251296,0.5443094,-0.0021848,-0.4241474,0.0795324,-0.1945884,-0.0518324,-0.464491,0.1515892,0.3498508,0.4076278,-0.2353012,0.361968,-0.6192538,-0.3309602,-0.0683594,-0.3428464,-0.2558288,0.1609394,-0.4701656,0.338218,-0.284855,-0.527286,0.084415,-0.022375,-0.187777,0.193715,0.004048,-0.396309,-0.157257,-0.411287,0.469473,0.218043,0.488294,0.029094,-0.393436,0.064195,-0.18798,-0.053555,-0.413895,0.210413,0.368405,0.410096,-0.244733,0.30425,-0.594745,-0.40784,-0.093113,-0.306833,-0.203606,0.272495,-0.369112,True
