an0,an1,an2,an3,an4,an5,an6,an7,an8,an9,an10,an11,an12,an13,an14,an15,an16,an17,an18,an19,an20,an21,an22,an23,an24,an25,an26,an27,an28,an29,an30,an31,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,class
0.337939,0.768176,0.139664,0.082962,0.420248,1.189311,0.459234,0.165899,-0.158585,-0.456532,0.648719,-0.191855,-0.049922,0.096835,0.103344,-0.124375,0.001298,0.357588,0.119175,-0.60702,-0.504871,0.243141,0.091625,0.008708,0.653538,-0.995646,0.283012,0.724435,0.15334,-0.598681,-1.031481,0.372718,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
-0.490056,1.057179,0.572748,0.138046,0.062478,0.611318,0.342885,0.176868,-0.094077,-0.466398,-0.540523,-0.421979,0.624445,0.215456,-0.242491,-0.122905,-0.109448,0.023258,0.492849,-1.345845,-0.137913,-0.202307,-0.165543,0.290461,0.655976,-0.646385,0.318557,0.68513,0.359484,-0.490699,-0.024772,-0.184789,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
0.12938,0.545151,0.168962,0.943705,0.071077,0.178097,0.415745,-0.295401,-0.473575,0.001974,0.164358,-0.528661,0.179075,-0.00179,-0.087142,-0.007341,0.169916,-0.209014,0.202325,-0.170987,-0.402104,-0.424476,0.400573,-0.370569,0.378672,-0.351894,-0.049203,0.32472,0.073315,-0.240805,-1.288829,-0.056838,0.26148,-0.042912,0.177611,0.541152,-0.176933,-0.125367,0.518169,-0.325829,-0.019664,-0.144963,-0.041658,-0.070328,0.231167,-0.102929,0.122656,0.175856,-0.052905,0.080673,0.355304,-0.220639,-0.06371,-0.165979,0.280664,-0.123162,0.2907,-0.199824,-0.137888,0.233071,-0.01209,-0.454993,-0.860873,0.128684,True
0.178676,0.842912,0.125537,0.518223,0.701793,0.797915,0.307957,-0.1613,-0.331822,-0.150672,0.42849,-0.721663,0.186002,0.132666,-0.47323,-0.492634,0.178804,-0.030787,-0.068494,-0.214862,-0.687479,-0.323073,-0.098359,-0.170508,0.429059,-0.45059,0.307918,0.478804,0.14263,-0.096155,-0.779059,-0.382955,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
-0.051152,0.809973,0.350987,1.273839,0.403823,0.325066,0.14073,-0.240437,-0.483861,0.026757,0.377985,-0.712541,0.296958,0.182574,-0.246715,-0.077307,-0.183174,0.079816,0.113149,-0.129234,-0.876956,0.012096,-0.165864,-0.050207,0.274255,-0.802776,0.100888,0.319376,0.197694,0.024665,-1.050696,0.311375,0.080948,0.22191,0.359636,0.871286,0.155813,0.021602,0.243154,-0.270865,-0.02995,-0.12018,0.171969,-0.254208,0.34905,0.081435,-0.036917,0.10589,-0.405995,0.369503,0.266128,-0.178886,-0.538562,0.270593,-0.285773,0.1972,0.186283,-0.650706,0.012203,0.227727,0.112289,-0.189523,-0.62274,0.496897,True
0.163073,0.597336,0.40495,0.435302,0.638931,0.351727,0.705162,0.016431,0.00777,-0.365384,0.117639,-0.377119,0.343179,0.194111,0.042908,-0.16281,0.0583,0.477909,0.046358,-0.641457,-1.003662,-0.121671,-0.037467,-0.171112,0.193106,-0.659794,0.593904,0.370974,0.402489,-0.555434,-0.408974,-0.039347,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
-0.066755,0.564397,0.6304,1.190918,0.340961,-0.121122,0.537935,-0.062706,-0.144269,-0.187955,0.067134,-0.367997,0.454135,0.244019,0.269423,0.252517,-0.303678,0.588512,0.228001,-0.555829,-1.193139,0.213498,-0.104972,-0.050811,0.038302,-1.01198,0.386874,0.211546,0.457553,-0.434614,-0.680611,0.654983,0.080948,0.22191,0.359636,0.871286,0.155813,0.021602,0.243154,-0.270865,-0.02995,-0.12018,0.171969,-0.254208,0.34905,0.081435,-0.036917,0.10589,-0.405995,0.369503,0.266128,-0.178886,-0.538562,0.270593,-0.285773,0.1972,0.186283,-0.650706,0.012203,0.227727,0.112289,-0.189523,-0.62274,0.496897,True
0.613747,0.174763,0.092421,-0.253382,-0.18229,-0.492251,0.413972,-0.259067,-1.121161,-0.00482,0.032482,0.169605,0.420086,0.31865,-0.736729,-0.903383,0.29387,0.047959,0.545349,0.090841,0.136463,0.382063,-0.018694,-0.768042,0.261417,-0.404772,-0.263738,-0.944817,-0.358469,0.201424,0.191815,-1.130922,0.244232,0.02339,0.141477,-0.371877,-0.027154,-0.339928,0.162336,-0.185892,-0.411957,-0.29147,-0.044683,0.03555,0.303594,0.07171,-0.374602,-0.497911,0.158955,0.111117,0.41596,-0.075526,0.153634,0.270574,0.027546,-0.520714,0.107749,-0.287824,-0.123698,-0.417878,-0.109473,0.201266,0.16945,-0.58423,True
0.680291,0.406222,0.08513,0.234165,0.298647,0.342128,0.662017,-0.264903,-0.587115,-0.010959,0.299639,-0.129275,0.354586,0.278467,-0.625559,-0.714909,0.090898,0.195742,0.213874,-0.098147,-0.366256,0.046913,-0.264508,-0.170429,0.494755,-0.415468,0.079193,-0.139784,-0.191771,-0.310185,-0.328738,-0.744125,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
0.676572,0.058793,-0.30028,0.355946,-0.048947,-0.175796,0.559128,-0.00133,-1.124053,0.671639,0.452297,0.346651,0.290002,0.321532,-0.118119,-0.559663,0.028921,-0.069239,0.195283,0.149048,0.358479,0.545686,-0.05936,0.148008,0.747749,-0.103771,-0.167401,-0.566337,-0.708552,-0.130607,0.124082,-1.122447,0.307057,-0.09258,-0.251224,0.237451,0.106189,-0.023473,0.307492,0.071845,-0.414849,0.384989,0.375132,0.212596,0.17351,0.074592,0.244008,-0.154191,-0.105994,-0.006081,0.065894,-0.017319,0.37565,0.434197,-0.01312,0.395336,0.594081,0.013177,-0.027361,-0.039398,-0.459556,-0.130765,0.101717,-0.575755,True
0.669304,0.398528,0.145996,0.288313,-0.33701,-0.517549,0.361596,-0.227586,-1.275822,-0.119335,0.030228,0.022531,0.266012,0.028152,-0.653524,-0.843289,0.254266,-0.149593,0.24478,0.288746,0.200828,0.030692,0.176938,-0.467021,0.507589,-0.434049,-0.357065,-0.849049,-0.544455,-0.122451,-0.229152,-0.819671,0.299789,0.247155,0.195052,0.169818,-0.181874,-0.365226,0.10996,-0.154411,-0.566618,-0.405985,-0.046937,-0.111524,0.14952,-0.218788,-0.291397,-0.437817,0.119351,-0.086435,0.115391,0.122379,0.217999,-0.080797,0.223178,-0.219693,0.353921,-0.317101,-0.217025,-0.32211,-0.295459,-0.122609,-0.251517,-0.272979,True
0.718975,0.151874,-0.391489,0.171861,0.201683,-0.023504,0.76201,0.091552,-0.997343,1.060705,0.61414,0.729816,0.048346,0.674599,-0.171927,-0.555272,0.253673,-0.017433,0.34463,-0.002889,0.293647,1.141579,0.01099,0.156446,0.215567,0.296249,-0.306118,-0.910641,-0.658048,-0.642286,0.339907,-1.049625,0.34946,0.000501,-0.342433,0.053366,0.356819,0.128819,0.510374,0.164727,-0.288139,0.774055,0.536975,0.595761,-0.068146,0.427659,0.1902,-0.1498,0.118758,0.045725,0.215241,-0.169256,0.310818,1.03009,0.05723,0.403774,0.061899,0.413197,-0.166078,-0.383702,-0.409052,-0.642444,0.317542,-0.502933,True
0.746205,0.256436,-0.498618,0.320843,-0.051104,-0.034479,0.628769,-0.035743,-1.244391,0.374697,0.132805,0.77231,0.434202,0.574991,-0.374674,-0.79868,0.129585,-0.080365,0.156412,0.282791,0.210941,0.276072,0.21217,-0.300936,0.531786,-0.34105,-0.198908,-0.785434,-0.732654,-0.234276,0.036887,-1.022827,0.37669,0.105063,-0.449562,0.202348,0.104032,0.117844,0.377133,0.037432,-0.535187,0.088047,0.05564,0.638255,0.31771,0.328051,-0.012547,-0.393208,-0.00533,-0.017207,0.027023,0.116424,0.228112,0.164583,0.25841,-0.053608,0.378118,-0.224102,-0.058868,-0.258495,-0.483658,-0.234434,0.014522,-0.476135,True
0.50154,0.466202,-0.261276,-0.117955,-0.233103,-0.589658,0.769787,0.067206,-1.499879,-0.102602,0.072448,0.191782,0.177645,0.489395,-0.614723,-0.972285,0.310692,0.000818,0.208493,0.429555,-0.157927,-0.012051,-0.034314,-0.141948,0.370639,-0.116864,-0.042165,-0.823637,-0.337006,-0.742503,0.229293,-0.588917,0.132025,0.314829,-0.21222,-0.23645,-0.077967,-0.437335,0.518151,0.140381,-0.790675,-0.389252,-0.004717,0.057727,0.061153,0.242455,-0.252596,-0.566813,0.175777,0.063976,0.079104,0.263188,-0.140756,-0.12354,0.011926,0.10538,0.216971,8.4e-05,0.097875,-0.296698,-0.08801,-0.742661,0.206928,-0.042225,True
0.507578,-0.211332,-0.34134,0.146807,-0.125185,-0.722028,0.310604,-0.208402,-0.766704,0.468588,0.026002,-0.011462,1.20272,0.301985,-1.026598,-0.926478,0.614297,-0.160939,0.564519,0.965272,0.207018,-0.129044,-0.116127,-0.299134,0.133171,-0.046455,-0.11869,-0.832637,0.066573,-0.644591,-0.50196,-0.502621,0.138063,-0.362705,-0.292284,0.028312,0.029951,-0.569705,0.058968,-0.135227,-0.0575,0.181938,-0.051163,-0.145517,1.086228,0.055045,-0.664471,-0.521006,0.479382,-0.097781,0.43513,0.798905,0.224189,-0.240533,-0.069887,-0.051806,-0.020497,0.070493,0.02135,-0.305698,0.315569,-0.644749,-0.524325,0.044071,True
0.700099,0.306347,-0.375784,0.609805,0.147645,0.097102,0.692826,-0.203225,-0.875064,0.094046,0.205791,0.141893,0.457633,0.838894,-0.423697,-0.423772,-0.367594,-0.016816,0.055478,-0.083373,-0.250927,0.541611,-0.047976,-0.07669,0.509488,-0.242584,-0.450974,-0.57813,-0.295168,-0.068761,-0.154272,-0.583959,0.330584,0.154974,-0.326728,0.49131,0.302781,0.249425,0.44119,-0.13005,-0.16586,-0.192604,0.128626,0.007838,0.341141,0.591954,-0.06157,-0.0183,-0.502509,0.046342,-0.073911,-0.24974,-0.233756,0.430122,-0.001736,0.170638,0.35582,-0.125636,-0.310934,-0.051191,-0.046172,-0.068919,-0.176637,-0.037267,True
0.631564,0.140768,-0.211433,-0.162187,-0.149023,0.140737,0.377822,-0.444989,-0.860905,0.378464,0.759034,-0.040338,0.697142,0.595913,-0.371939,-0.672306,0.331374,-0.268496,0.340832,0.029573,0.240458,0.895908,-0.04992,0.00496,0.277399,-0.013021,-0.117693,-0.333052,-0.183405,0.325058,0.192309,-0.436856,0.262049,-0.010605,-0.162377,-0.280682,0.006113,0.29306,0.126186,-0.371814,-0.151701,0.091814,0.681869,-0.174393,0.58065,0.348973,-0.009812,-0.266834,0.196459,-0.205338,0.211443,-0.136794,0.257629,0.784419,-0.00368,0.252288,0.123731,0.103927,0.022347,0.193887,0.065591,0.3249,0.169944,0.109836,True
0.077864,0.342964,0.064612,0.972954,0.120414,-0.002123,0.753365,-0.412348,-0.289238,-0.054314,0.060692,-0.575753,0.20349,0.24861,-0.146141,0.084722,0.214987,0.141269,0.349377,-0.351921,-0.362625,-0.370367,0.284388,-0.317379,0.44639,-0.479362,0.053931,0.511393,0.108376,-0.274505,-1.301502,0.089522,0.26148,-0.042912,0.177611,0.541152,-0.176933,-0.125367,0.518169,-0.325829,-0.019664,-0.144963,-0.041658,-0.070328,0.231167,-0.102929,0.122656,0.175856,-0.052905,0.080673,0.355304,-0.220639,-0.06371,-0.165979,0.280664,-0.123162,0.2907,-0.199824,-0.137888,0.233071,-0.01209,-0.454993,-0.860873,0.128684,True
-0.197966,0.751435,-0.122128,0.076966,0.4412,0.501867,0.255966,-0.508568,-0.871208,-0.763483,-0.038547,-0.509584,0.030438,0.257096,-0.575497,-0.586389,0.231738,0.232875,0.036553,-0.406031,-0.16279,-0.169854,0.453157,-0.262609,0.277746,-0.629972,0.090138,0.227757,0.180374,-0.38277,-0.550892,-0.615646,-0.01435,0.365559,-0.009129,-0.354836,0.143853,0.378623,0.02077,-0.422049,-0.601634,-0.854132,-0.140897,-0.004159,0.058115,-0.094443,-0.3067,-0.495255,-0.036154,0.172279,0.04248,-0.274749,0.136125,0.034534,0.449433,-0.068392,0.122056,-0.350434,-0.101681,-0.050565,0.059908,-0.563258,-0.110263,-0.576484,True
-0.033067,0.767309,-0.264143,0.838424,0.465704,0.083779,0.330393,-0.430744,-0.784099,-0.05702,0.01903,-0.291841,0.163908,0.324844,-0.376123,-0.767484,0.206945,-0.161402,-0.171232,0.149964,-0.072789,0.042567,-0.044554,-0.05478,0.249555,-0.734823,0.113767,-0.061932,-0.081297,-0.182669,-0.577036,-0.441218,0.150549,0.381433,-0.151144,0.406622,0.168357,-0.039465,0.095197,-0.344225,-0.514525,-0.147669,-0.08332,0.213584,0.191585,-0.026695,-0.107326,-0.67635,-0.060947,-0.221998,-0.165305,0.281246,0.226126,0.246955,-0.048278,0.139437,0.093865,-0.455285,-0.078052,-0.340254,-0.201763,-0.363157,-0.136407,-0.402056,True
-0.044026,0.824716,-0.301884,0.370124,0.479347,-0.196318,0.590013,-0.366068,-0.687996,-0.390608,-0.119295,-0.433592,0.243222,0.253134,-0.587948,-0.705848,0.358307,0.396902,0.021791,-0.034638,-0.12466,-0.07947,0.286743,-0.296473,0.210297,-0.522903,0.097724,0.286086,0.106089,-0.359346,-0.768989,-0.507212,0.13959,0.43884,-0.188885,-0.061678,0.182,-0.319562,0.354817,-0.279549,-0.418422,-0.481257,-0.221645,0.071833,0.270899,-0.098405,-0.319151,-0.614714,0.090415,0.336306,0.027718,0.096644,0.174255,0.124918,0.283019,-0.102256,0.054607,-0.243365,-0.094095,0.007764,-0.014377,-0.539834,-0.32836,-0.46805,True
-0.442121,0.217032,-0.142512,0.329058,0.003739,-0.259826,0.768527,-0.891403,-0.420116,0.000808,0.557148,-0.97518,0.082015,0.917954,-0.067681,-0.907826,0.54335,-0.34212,0.352543,-0.31814,0.001172,-0.410411,0.130383,-0.846599,0.526168,-0.146892,-0.369721,0.718649,-0.137262,-0.146922,-0.24348,-0.048404,-0.258505,-0.168844,-0.029513,-0.102744,-0.293608,-0.38307,0.533331,-0.804884,-0.150542,-0.089841,0.454798,-0.469755,0.109692,0.566415,0.201116,-0.816692,0.275458,-0.402716,0.35847,-0.186858,0.300087,-0.206023,0.126659,-0.652382,0.370478,0.132646,-0.56154,0.440327,-0.257728,-0.32741,0.197149,-0.009242,True
0.013208,0.579407,-0.060139,0.737818,0.249227,0.035277,0.473668,-0.328391,-0.804172,-0.047729,0.110253,-0.7981,0.256094,0.396924,-0.259668,-0.451479,-0.006217,0.058369,0.430563,-0.059696,-0.335508,-0.216361,0.067328,-0.152615,0.047191,-0.588339,0.004419,0.306675,0.121616,-0.366092,-0.533828,-0.178608,0.196824,0.193531,0.05286,0.306016,-0.04812,-0.087967,0.238472,-0.241872,-0.534598,-0.138378,0.007903,-0.292675,0.283771,0.045385,0.009129,-0.360345,-0.274109,-0.002227,0.43649,0.071586,-0.036593,-0.011973,0.063604,0.041602,-0.108499,-0.308801,-0.1874,0.028353,0.00115,-0.54658,-0.093199,-0.139446,True
0.300637,0.274758,-0.057441,0.849145,0.444567,0.685599,0.39368,-0.158513,-0.488918,0.112888,0.159442,-0.652245,0.312455,0.738781,-0.460608,-0.425169,-0.240445,0.134542,-0.136421,-0.364575,-0.601028,-0.17414,-0.235926,0.390909,0.290598,-0.828754,0.305616,0.756009,0.085834,-0.247763,-0.238917,-0.125049,0.484253,-0.111118,0.055558,0.417343,0.14722,0.562355,0.158484,-0.071994,-0.219344,0.022239,0.057092,-0.14682,0.340132,0.387242,-0.191811,-0.334035,-0.508337,0.073946,-0.130494,-0.233293,-0.302113,0.030248,-0.23965,0.585126,0.134908,-0.549216,0.113797,0.477687,-0.034632,-0.428251,0.201712,-0.085887,True
0.12716,0.640725,0.021187,0.547472,0.75113,0.617695,0.645577,-0.278247,-0.147485,-0.20696,0.324824,-0.768755,0.210417,0.383066,-0.532229,-0.400571,0.223875,0.319496,0.078558,-0.395796,-0.648,-0.268964,-0.214544,-0.117318,0.496777,-0.578058,0.411052,0.665477,0.177691,-0.129855,-0.791732,-0.236595,0.310776,0.254849,0.134186,0.11567,0.453783,0.494451,0.410381,-0.191728,0.122089,-0.297609,0.222474,-0.26333,0.238094,0.031527,-0.263432,-0.309437,-0.044017,0.2589,0.084485,-0.264514,-0.349085,-0.064576,-0.218268,0.076899,0.341087,-0.29852,0.219233,0.387155,0.057225,-0.310343,-0.351103,-0.197433,True
0.293629,0.136562,-0.087952,0.333227,0.108283,-0.18081,0.130094,0.171416,-0.625269,-0.353167,-0.204198,-0.071299,0.296452,0.549478,-0.419954,-0.510091,0.897637,-0.074772,-0.052454,-0.151571,-0.299842,-0.188269,0.305505,-0.553703,0.587043,-0.847883,0.400934,0.392609,-0.478876,0.175649,-0.462782,-0.427958,0.477245,-0.249314,0.025047,-0.098575,-0.189064,-0.304054,-0.105102,0.257935,-0.355695,-0.443816,-0.306548,0.434126,0.324129,0.197939,-0.151157,-0.418957,0.629745,-0.135368,-0.046527,-0.020289,-0.000927,0.016119,0.301781,-0.359486,0.431353,-0.568345,0.209115,0.114287,-0.599342,-0.004839,-0.022153,-0.388796,True
0.116173,0.633031,0.082053,0.60162,0.115473,-0.241982,0.345156,-0.24093,-0.836192,-0.315336,0.055413,-0.616949,0.121843,0.132751,-0.560194,-0.528951,0.387243,-0.025839,0.109464,-0.008903,-0.080916,-0.285185,0.226902,-0.41391,0.509611,-0.596639,-0.025206,-0.043788,-0.174993,0.057879,-0.692146,-0.312141,0.299789,0.247155,0.195052,0.169818,-0.181874,-0.365226,0.10996,-0.154411,-0.566618,-0.405985,-0.046937,-0.111524,0.14952,-0.218788,-0.291397,-0.437817,0.119351,-0.086435,0.115391,0.122379,0.217999,-0.080797,0.223178,-0.219693,0.353921,-0.317101,-0.217025,-0.32211,-0.295459,-0.122609,-0.251517,-0.272979,True
0.062822,0.379244,-0.06971,0.743801,0.634618,0.070329,0.865871,-0.02451,-0.528422,-0.044684,0.244217,-0.412076,0.13616,0.472812,-0.113805,-0.418044,0.475899,0.076017,-0.260212,-0.557309,0.148569,-0.174284,0.273785,-0.196852,-0.09912,-0.27917,0.062721,-0.137093,0.278638,-0.112748,-0.055548,0.312585,0.246438,-0.006632,0.043289,0.311999,0.337271,-0.052915,0.630675,0.062009,-0.258848,-0.135333,0.141867,0.093349,0.163837,0.121273,0.154992,-0.32691,0.208007,0.015421,-0.254285,-0.426027,0.447484,0.030104,0.270061,-0.002635,-0.25481,0.000368,-0.129098,-0.415415,0.158172,-0.293236,0.385081,0.351747,True
-0.045553,0.023171,-0.405283,0.460114,0.327298,-0.446461,0.294164,-0.221746,-0.327074,0.272587,0.051187,-0.650942,1.058551,0.406584,-0.933268,-0.61214,0.747274,-0.037185,0.429203,0.667623,-0.074726,-0.444921,-0.066163,-0.246023,0.135193,-0.209045,0.213169,-0.027376,0.436035,-0.464261,-0.964954,0.004909,0.138063,-0.362705,-0.292284,0.028312,0.029951,-0.569705,0.058968,-0.135227,-0.0575,0.181938,-0.051163,-0.145517,1.086228,0.055045,-0.664471,-0.521006,0.479382,-0.097781,0.43513,0.798905,0.224189,-0.240533,-0.069887,-0.051806,-0.020497,0.070493,0.02135,-0.305698,0.315569,-0.644749,-0.524325,0.044071,True
-0.131093,0.211478,0.056437,0.403925,0.675194,0.065847,0.49023,-0.220482,-0.628482,-0.093292,0.039302,-1.079748,-0.079056,-0.02308,-0.480269,-0.79879,0.219389,0.133898,-0.190924,0.120644,-0.40309,-0.277269,-0.15071,0.199873,0.475986,-0.587263,0.27559,0.387477,0.254215,-0.541761,-0.304339,-0.157615,0.052523,-0.174398,0.169436,-0.027877,0.377847,-0.057397,0.255034,-0.133963,-0.358908,-0.183941,-0.063048,-0.574323,-0.051379,-0.374619,-0.211472,-0.707656,-0.048503,0.073302,-0.184997,0.251926,-0.104175,-0.072881,-0.154434,0.39409,0.320296,-0.307725,0.083771,0.109155,0.133749,-0.722249,0.13629,-0.118453,True
-0.087854,0.425419,-0.20674,0.438209,0.376542,-0.302272,0.281062,-0.600665,-1.07012,-0.142306,0.133313,-0.570387,0.170737,0.24208,-0.755386,-0.583296,0.367863,0.178393,0.185451,-0.172453,0.061273,-0.252432,-0.038976,-0.079616,0.211311,-0.253276,0.171774,0.060585,0.066604,-0.259941,-0.394311,-0.151433,0.095762,0.039543,-0.093741,0.006407,0.079195,-0.425516,0.045866,-0.514146,-0.800546,-0.232955,0.030963,-0.064962,0.198414,-0.109459,-0.486589,-0.492162,0.099971,0.117797,0.191378,-0.041171,0.360188,-0.048044,-0.0427,0.114601,0.055621,0.026262,-0.020045,-0.217737,-0.053862,-0.440429,0.046318,-0.112271,True
0.009554,0.531937,-0.245733,0.217175,0.2289,-0.082831,0.664153,-0.288433,-0.826702,-0.028155,0.285097,-0.706327,0.033052,0.447997,-0.304974,-0.755575,0.358746,0.05384,0.085258,-0.15777,-0.044733,-0.370355,0.168704,-0.333093,0.685225,-0.528254,0.034527,0.321832,-0.024298,0.091556,-0.334216,-0.381576,0.19317,0.146061,-0.132734,-0.214627,-0.068447,-0.206075,0.428957,-0.201914,-0.557128,-0.118804,0.182747,-0.200902,0.060729,0.096458,-0.036177,-0.664441,0.090854,-0.006756,0.091185,-0.026488,0.254182,-0.165967,0.16498,-0.138876,0.529535,-0.248716,-0.157292,0.04351,-0.144764,-0.088932,0.106413,-0.342414,True
-0.236632,0.582933,-0.233847,0.902653,0.628213,0.636509,0.359408,0.014636,-0.285592,-0.342706,0.48298,-0.405933,-0.202339,0.404127,-0.190956,-0.426498,0.111161,-0.627168,-0.433282,-0.388478,-0.279975,0.273196,-0.15175,-0.110959,0.141409,-0.689148,-0.117781,-0.026936,-0.107709,-0.009018,-0.211209,0.117157,-0.053016,0.197057,-0.120848,0.470851,0.330866,0.513265,0.124212,0.101155,-0.016018,-0.433355,0.38063,0.099492,-0.174662,0.052588,0.077841,-0.335364,-0.156731,-0.687764,-0.427355,-0.257196,0.01894,0.477584,-0.155474,0.083258,-0.014281,-0.40961,-0.3096,-0.305258,-0.228175,-0.189506,0.22942,0.156319,True
0.146968,0.54085,-0.439727,0.923112,0.600128,0.372669,0.676386,-0.216569,-0.435434,-0.101955,0.230976,-0.497587,0.313464,0.943493,-0.330367,-0.109434,-0.234617,0.106938,-0.079838,-0.381022,-0.532671,0.225734,0.001988,-0.023579,0.51151,-0.405174,-0.119115,0.227131,0.074294,0.111569,-0.617266,-0.076429,0.330584,0.154974,-0.326728,0.49131,0.302781,0.249425,0.44119,-0.13005,-0.16586,-0.192604,0.128626,0.007838,0.341141,0.591954,-0.06157,-0.0183,-0.502509,0.046342,-0.073911,-0.24974,-0.233756,0.430122,-0.001736,0.170638,0.35582,-0.125636,-0.310934,-0.051191,-0.046172,-0.068919,-0.176637,-0.037267,True
0.194484,0.292527,0.019122,0.846626,0.146509,0.293391,0.662964,0.152288,-0.593893,0.476021,0.33762,-0.121895,0.340526,0.619571,0.244657,-0.02224,-0.059751,-0.004148,0.132432,-0.343321,-0.391834,0.039236,0.378304,-0.411261,0.006245,-0.48793,0.039357,-0.024383,0.022956,-0.436622,-0.171264,0.32039,0.3781,-0.093349,0.132121,0.414824,-0.150838,0.170147,0.427768,0.238807,-0.324319,0.385372,0.23527,0.38353,0.368203,0.268032,0.513454,0.068894,-0.327643,-0.064744,0.138359,-0.212039,-0.092919,0.243624,0.37458,-0.217044,-0.149445,-0.208392,-0.152462,-0.302705,-0.09751,-0.61711,0.269365,0.359552,True
0.371407,0.766921,-0.654586,0.660122,0.205538,0.076585,0.519286,0.086616,-0.768715,0.218783,0.363558,-0.180078,0.223807,0.731164,-0.497662,-0.529665,-0.139561,0.019563,0.237378,-0.381411,-0.18344,-0.376956,0.023849,-0.108981,0.567403,-0.269403,0.146253,0.458472,-0.007514,-0.115283,-0.368915,-0.202346,0.555023,0.381045,-0.541587,0.22832,-0.091809,-0.046659,0.28409,0.173135,-0.499141,0.128134,0.261208,0.325347,0.251484,0.379625,-0.228865,-0.438531,-0.407453,-0.041033,0.243305,-0.250129,0.115475,-0.172568,0.020125,0.085236,0.411713,0.010135,-0.045566,0.18015,-0.12798,-0.295771,0.071714,-0.163184,True
0.428869,0.156924,0.180677,1.125115,0.542574,0.600281,0.522503,-0.009299,-0.519312,-0.186136,0.241278,-0.947395,0.195623,0.545675,-0.724333,0.027317,0.24265,0.078245,-0.129364,-0.254997,-0.740264,0.071608,-0.379015,-0.015793,-0.172484,-0.409016,0.026671,0.277019,0.325588,-0.017518,-0.654424,0.512046,0.612485,-0.228952,0.293676,0.693313,0.245227,0.477037,0.287307,0.07722,-0.249738,-0.276785,0.138928,-0.44197,0.2233,0.194136,-0.455536,0.118451,-0.025242,0.017649,-0.123437,-0.123715,-0.441349,0.275996,-0.382739,0.178424,-0.328174,-0.129478,-0.165148,-0.001303,0.205122,-0.198006,-0.213795,0.551208,True
-0.352675,0.826541,-0.205401,0.64507,0.183652,0.064475,0.14117,-0.269256,-0.97234,-0.030286,0.134938,-0.811237,-0.125024,0.851369,0.16049,-0.261949,0.497591,0.17214,0.471022,-0.556339,-0.327773,-0.063518,-0.134914,-0.284198,-0.083131,-0.532122,0.282556,0.46634,0.360127,0.119726,-0.601143,0.116873,-0.169059,0.440665,-0.092402,0.213268,-0.113695,-0.058769,-0.094026,-0.182737,-0.702766,-0.120935,0.032588,-0.305812,-0.097347,0.49983,0.429287,-0.170815,0.229699,0.111544,0.476949,-0.425057,-0.028858,0.14087,-0.138638,-0.089981,-0.238821,-0.252584,0.090737,0.188018,0.239661,-0.060762,-0.160514,0.156035,True
0.361656,0.370303,0.2881,1.075857,0.478547,0.534708,0.663814,-0.026837,-0.433579,-0.291915,0.348411,-1.002556,0.396689,0.501146,-0.534428,-0.171258,0.177093,0.103817,0.201629,-0.133203,-0.748976,-0.069343,-0.375645,-0.216024,-0.105512,-0.533497,0.006607,0.252786,0.306525,0.003493,-0.824169,0.543038,0.545272,-0.015573,0.401099,0.644055,0.1812,0.411464,0.428618,0.059682,-0.164005,-0.382564,0.246061,-0.497131,0.424366,0.149607,-0.265631,-0.080124,-0.090799,0.043221,0.207556,-0.001921,-0.450061,0.135045,-0.379369,-0.021807,-0.261202,-0.253959,-0.185212,-0.025536,0.186059,-0.176995,-0.38354,0.5822,True
